-8.8001339627e+00             -1.3884026409e+01             
-8.5782852131e+00             -1.3940438913e+01             
-8.4321571775e+00             -1.3996105256e+01             
-8.3230127080e+00             -1.4251428513e+01             
-8.2358625323e+00             -1.4190463990e+01             
-8.1633118652e+00             -1.4363164099e+01             
-8.1011639584e+00             -1.4610104988e+01             
-8.0468062961e+00             -1.4295570497e+01             
-7.9985016165e+00             -1.4665611371e+01             
-7.9550359227e+00             -1.4150548692e+01             
-7.9155273815e+00             -1.4447266965e+01             
-7.8793152088e+00             -1.4638666053e+01             
-7.8458914533e+00             -1.4791885397e+01             
-7.8148572196e+00             -1.4568651585e+01             
-7.7858935236e+00             -1.4751864257e+01             
-7.7587412776e+00             -1.4866267414e+01             
-7.7331871731e+00             -1.4438127665e+01             
-7.7090534934e+00             -1.4947403559e+01             
-7.6861906104e+00             -1.5143806731e+01             
-7.6644713607e+00             -1.4980862126e+01             
-7.6437867619e+00             -1.5243547606e+01             
-7.6240427037e+00             -1.5068361669e+01             
-7.6051573595e+00             -1.4530406869e+01             
-7.5870591374e+00             -1.4998093385e+01             
-7.5696850414e+00             -1.5307058835e+01             
-7.5529793479e+00             -1.5434842249e+01             
-7.5368925280e+00             -1.4998172579e+01             
-7.5213803618e+00             -1.5151663367e+01             
-7.5064032058e+00             -1.3929504137e+01             
-7.4919253825e+00             -1.5302982484e+01             
-7.4779146680e+00             -1.5254082774e+01             
-7.4643418608e+00             -1.5426101805e+01             
-7.4511804148e+00             -1.5340355767e+01             
-7.4384061267e+00             -1.4925455029e+01             
-7.4259968687e+00             -1.4891296338e+01             
-7.4139323573e+00             -1.5521266406e+01             
-7.4021939541e+00             -1.5392241708e+01             
-7.3907644923e+00             -1.5507936807e+01             
-7.3796281262e+00             -1.5421738502e+01             
-7.3687701986e+00             -1.5491959148e+01             
-7.3581771251e+00             -1.4903608128e+01             
-7.3478362918e+00             -1.5478762092e+01             
-7.3377359649e+00             -1.5292649863e+01             
-7.3278652108e+00             -1.5288394711e+01             
-7.3182138251e+00             -1.5337910743e+01             
-7.3087722689e+00             -1.5172052033e+01             
-7.2995316122e+00             -1.5078631384e+01             
-7.2904834832e+00             -1.5533789947e+01             
-7.2816200229e+00             -1.5199719351e+01             
-7.2729338437e+00             -1.5466435278e+01             
-7.2644179928e+00             -1.5415271612e+01             
-7.2560659184e+00             -1.5606965147e+01             
-7.2478714398e+00             -1.5411439807e+01             
-7.2398287195e+00             -1.5531983898e+01             
-7.2319322387e+00             -1.5549349369e+01             
-7.2241767740e+00             -1.5526246040e+01             
-7.2165573771e+00             -1.5578302201e+01             
-7.2090693557e+00             -1.5503913326e+01             
-7.2017082561e+00             -1.5469056173e+01             
-7.1944698472e+00             -1.5338957283e+01             
-7.1873501060e+00             -1.5569936591e+01             
-7.1803452045e+00             -1.5581581671e+01             
-7.1734514965e+00             -1.5386007777e+01             
-7.1666655072e+00             -1.5416908444e+01             
-7.1599839218e+00             -1.5472981582e+01             
-7.1534035765e+00             -1.5029115065e+01             
-7.1469214490e+00             -1.5506468459e+01             
-7.1405346503e+00             -1.5588872175e+01             
-7.1342404172e+00             -1.5535927164e+01             
-7.1280361048e+00             -1.5507617637e+01             
-7.1219191800e+00             -1.5545779990e+01             
-7.1158872152e+00             -1.5569455133e+01             
-7.1099378827e+00             -1.5560335745e+01             
-7.1040689491e+00             -1.5579395393e+01             
-7.0982782702e+00             -1.5559639416e+01             
-7.0925637867e+00             -1.5580587452e+01             
-7.0869235193e+00             -1.5518658700e+01             
-7.0813555651e+00             -1.5384850812e+01             
-7.0758580931e+00             -1.5552841622e+01             
-7.0704293414e+00             -1.5582456325e+01             
-7.0650676131e+00             -1.5381038982e+01             
-7.0597712733e+00             -1.5167837761e+01             
-7.0545387463e+00             -1.5546737834e+01             
-7.0493685129e+00             -1.5639319153e+01             
-7.0442591071e+00             -1.5599848272e+01             
-7.0392091143e+00             -1.5581913529e+01             
-7.0342171688e+00             -1.5624916359e+01             
-7.0292819511e+00             -1.5577147827e+01             
-7.0244021865e+00             -1.5582587748e+01             
-7.0195766426e+00             -1.5567351127e+01             
-7.0148041277e+00             -1.5609476266e+01             
-7.0100834891e+00             -1.5179839191e+01             
-7.0054136109e+00             -1.5596950822e+01             
-7.0007934133e+00             -1.5418613890e+01             
